epoch,r2,loss
0,-0.007139801979064941,17.646757125854492
1,-0.013637781143188477,20.64850616455078
2,-0.0006389617919921875,20.284221649169922
3,-0.0019736289978027344,16.980154037475586
4,-0.0005428791046142578,18.15583610534668
5,0.019050896167755127,18.47050666809082
6,0.0024373531341552734,22.361469268798828
7,0.04235947132110596,14.82429313659668
8,0.06373411417007446,19.49478530883789
9,0.04195058345794678,17.25613021850586
10,0.07639825344085693,18.565736770629883
11,0.1337568163871765,20.03510284423828
12,0.0973353385925293,17.913314819335938
13,0.20185530185699463,17.194791793823242
14,0.2194768190383911,19.08965301513672
15,0.22940701246261597,17.519489288330078
16,0.2871341109275818,14.951860427856445
17,0.238877534866333,15.745553970336914
18,0.31098997592926025,20.480403900146484
19,0.2934191823005676,17.549114227294922
20,0.3260042667388916,20.958354949951172
21,0.33189547061920166,12.765725135803223
22,0.35154736042022705,18.117528915405273
23,0.37219786643981934,18.42418098449707
24,0.3695942163467407,21.6263427734375
25,0.47145599126815796,18.663524627685547
26,0.3489505648612976,17.79730224609375
27,0.2764747142791748,15.208924293518066
28,0.336531400680542,16.24657440185547
29,0.3914777636528015,19.155996322631836
30,0.406003475189209,18.887216567993164
31,0.4461211562156677,16.438140869140625
32,0.41562336683273315,17.09221839904785
33,0.4325041174888611,15.866726875305176
34,0.5239409804344177,16.81010627746582
35,0.5014054775238037,18.680150985717773
36,0.48188918828964233,19.061140060424805
37,0.5581603646278381,18.58477783203125
38,0.5569705963134766,16.68057632446289
39,0.5577046871185303,18.360126495361328
40,0.5670533180236816,15.30642032623291
41,0.50409996509552,19.490785598754883
42,0.5528479814529419,16.807798385620117
43,0.41869938373565674,19.408729553222656
44,0.5513095855712891,18.797374725341797
45,0.6383353471755981,13.386845588684082
46,0.6293743848800659,20.107677459716797
47,0.6135004758834839,20.043073654174805
48,0.657546877861023,18.695959091186523
49,0.6045376658439636,15.60046100616455
50,0.6387511491775513,14.737131118774414
51,0.6587347984313965,17.789989471435547
52,0.6507462859153748,15.635534286499023
53,0.6024636626243591,13.397849082946777
54,0.6381793022155762,16.87519073486328
55,0.6781537532806396,22.31468391418457
56,0.6951822638511658,18.216489791870117
57,0.7005276679992676,17.163114547729492
58,0.6987045407295227,20.931133270263672
59,0.6870430707931519,14.925325393676758
60,0.7096158266067505,14.951269149780273
61,0.7120620012283325,13.206195831298828
62,0.657214879989624,19.546354293823242
63,0.7048420906066895,22.34024429321289
64,0.6821198463439941,15.831584930419922
65,0.6991274356842041,16.380878448486328
66,0.6853381991386414,18.81525421142578
67,0.7153136134147644,18.438880920410156
68,0.6928060054779053,15.611525535583496
69,0.7117471694946289,19.20758819580078
70,0.7424578666687012,17.08123207092285
71,0.7332714200019836,15.264409065246582
72,0.6831905841827393,13.050111770629883
73,0.7112141251564026,21.721004486083984
74,0.7224458456039429,17.976869583129883
75,0.6427630186080933,17.78622817993164
76,0.6801385879516602,15.783242225646973
77,0.7277398705482483,19.643508911132812
78,0.6833829879760742,15.220537185668945
79,0.7352926135063171,15.920405387878418
80,0.6166692972183228,13.483365058898926
81,0.711673378944397,12.789201736450195
82,0.617695152759552,17.595863342285156
83,0.7378309965133667,18.28250503540039
84,0.7391292452812195,17.56386375427246
85,0.7202190160751343,12.815424919128418
86,0.697208046913147,19.93328285217285
87,0.7266618013381958,16.958332061767578
88,0.7451350688934326,14.622162818908691
89,0.7077338099479675,17.2243595123291
90,0.7153080105781555,15.465949058532715
91,0.7045309543609619,15.461840629577637
92,0.722580075263977,20.215776443481445
93,0.7094889879226685,19.33931541442871
94,0.7038836479187012,17.4805908203125
95,0.7351889610290527,16.000282287597656
96,0.7115650177001953,10.14291000366211
97,0.7674717903137207,18.36450958251953
98,0.7474182844161987,16.817873001098633
99,0.7452684044837952,15.488263130187988
100,0.7107663154602051,16.494508743286133
